duration,distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude
00:10:53,8208,-0.15430911852366475,51.46653373109593,-0.256472,51.467222
00:53:12,58878,0.23450334940878365,51.69062686771968,-0.256472,51.467222
00:37:49,40912,-0.11254623219665771,51.68727820732173,-0.256472,51.467222
00:19:31,14080,-0.09081802342809092,51.47146056977301,-0.256472,51.467222
00:19:28,19309,-0.33704134186674045,51.36224959300078,-0.256472,51.467222
00:52:01,48298,0.19992769047369024,51.3211714154659,-0.256472,51.467222
00:43:13,37532,0.18039548200892125,51.475202433898154,-0.256472,51.467222
00:50:14,43107,0.1873125363561196,51.60933595191258,-0.256472,51.467222
00:35:53,28496,0.09197711696806482,51.445015573830304,-0.256472,51.467222
00:32:49,25007,0.026514735285250446,51.40030009968716,-0.256472,51.467222
00:22:30,20796,0.016037389659320278,51.605686636138266,-0.2141,51.6505
00:40:28,43684,0.2250856678588497,51.51451563557697,-0.2141,51.6505
00:47:14,69727,0.16601201485742495,51.47257773791713,-0.2141,51.6505
00:42:11,64751,0.24997607389425752,51.43782847899497,-0.2141,51.6505
00:39:15,33745,0.04153374763521028,51.457532387022745,-0.2141,51.6505
00:45:06,67207,0.19447367078500394,51.43057349398434,-0.2141,51.6505
00:45:01,38555,0.0687868550167618,51.42792063342257,-0.2141,51.6505
00:29:58,29938,0.0571559666926546,51.52504742072598,-0.2141,51.6505
00:22:31,20799,0.014625427967192517,51.60608810176972,-0.2141,51.6505
00:28:24,22913,-0.025921564051586077,51.53651700408465,-0.2141,51.6505
00:09:21,7548,-0.025190270475627108,51.339775118751355,-0.031777,51.38213
00:30:30,25571,0.06770074828436717,51.50985298244155,-0.031777,51.38213
00:41:32,51888,0.21435727225090145,51.603978289847106,-0.031777,51.38213
00:29:50,25075,0.07091312885656881,51.51674171786251,-0.031777,51.38213
00:34:09,29388,-0.3699121347101912,51.33224678719437,-0.031777,51.38213
00:09:26,7728,0.05992092282477263,51.35802994231695,-0.031777,51.38213
00:52:05,44398,-0.3264510249545536,51.63563319517418,-0.031777,51.38213
00:34:17,30822,-0.37834437367605533,51.35406643947671,-0.031777,51.38213
00:39:24,35751,0.17151703313313565,51.57462766885519,-0.031777,51.38213
00:24:28,18620,-0.21407096267261982,51.43819665433503,-0.031777,51.38213
00:23:20,19766,-0.09795848029704546,51.36726246490749,-0.3078,51.4328
00:52:33,48247,0.2537792149126496,51.379989138038574,-0.3078,51.4328
00:12:27,9598,-0.30155217861785666,51.36193801654654,-0.3078,51.4328
00:23:17,19430,-0.4356251464155382,51.317693707038615,-0.3078,51.4328
00:45:21,45902,0.09060100770278173,51.57462920811553,-0.3078,51.4328
00:44:13,34546,0.09967992428979427,51.49932880578613,-0.3078,51.4328
00:38:00,36545,-0.03404478811428968,51.62547463094125,-0.3078,51.4328
00:27:01,21777,-0.06739092685694409,51.434568035293715,-0.3078,51.4328
00:20:41,16725,-0.12253030540072118,51.45188945944005,-0.3078,51.4328
00:34:59,32948,-0.09687493710577189,51.639979842886696,-0.3078,51.4328
00:41:26,32213,-0.05995558843506199,51.32665289877636,-0.268622,51.531145
00:40:45,42234,0.19766996884974425,51.58207062623928,-0.268622,51.531145
00:47:13,52148,0.2293711153733035,51.7087892917367,-0.268622,51.531145
00:26:44,23981,-0.45965280997122027,51.648067511330815,-0.268622,51.531145
00:21:12,16481,-0.11388749893704503,51.47287726819069,-0.268622,51.531145
00:50:55,46447,0.2136837659094452,51.35826627011666,-0.268622,51.531145
00:27:56,23596,-0.4619264122056378,51.4021054942895,-0.268622,51.531145
00:46:54,38330,0.09821555870670168,51.369636726976964,-0.268622,51.531145
00:40:04,31326,-0.11408359253967248,51.31977638359383,-0.268622,51.531145
00:07:20,4847,-0.21740924751294044,51.52480463841368,-0.268622,51.531145
00:33:28,31965,-0.20478533214602213,51.70731961859912,-0.2195,51.4871
00:26:11,19415,-0.10508951892133334,51.35552532113689,-0.2195,51.4871
00:23:56,17383,-0.011336857823747937,51.52424401045445,-0.2195,51.4871
00:40:41,44395,-0.04643485829232552,51.6934027179379,-0.2195,51.4871
00:21:43,19942,-0.3100487099626181,51.357758536374845,-0.2195,51.4871
00:11:08,7379,-0.2545507941354911,51.44836304693877,-0.2195,51.4871
00:36:57,28694,0.009954016936356835,51.638585347652764,-0.2195,51.4871
00:11:28,8188,-0.14533683739245906,51.463443855691395,-0.2195,51.4871
00:52:58,47488,0.20832877819064183,51.32026308562788,-0.2195,51.4871
00:31:17,24925,-0.15961298445994854,51.65018688027466,-0.2195,51.4871
00:25:17,20857,-0.17236004349499123,51.53606798338348,-0.103747,51.666687
00:24:45,23677,0.03459820675183606,51.53274212869358,-0.103747,51.666687
00:24:00,22845,0.13033277448048758,51.63163630308726,-0.103747,51.666687
00:17:21,14331,-0.05498334776267416,51.56663527136957,-0.103747,51.666687
01:00:06,46067,-0.07616705448341154,51.30947629682663,-0.103747,51.666687
00:55:34,83528,-0.4303708624768291,51.30274126986056,-0.103747,51.666687
00:23:35,24816,0.05730341683534729,51.53723452613435,-0.103747,51.666687
00:15:06,19065,-0.265402339227587,51.61762818773189,-0.103747,51.666687
00:26:01,29866,-0.39921648410509797,51.61811232240294,-0.103747,51.666687
00:15:31,12969,-0.0755756348533817,51.57444043055793,-0.103747,51.666687
00:45:43,50698,0.27379668867727164,51.52762334522745,-0.182,51.484
00:28:39,32274,-0.4455058032273962,51.3161366204172,-0.182,51.484
00:19:29,14586,-0.10197179038543358,51.38699661902753,-0.182,51.484
00:26:43,20802,-0.1353265980371937,51.32995819789418,-0.182,51.484
00:26:28,19171,0.0023879970117934857,51.564026228814804,-0.182,51.484
00:28:28,32028,-0.4596333772388378,51.324421055830484,-0.182,51.484
00:22:16,18619,-0.23564568012414966,51.361103287993096,-0.182,51.484
00:37:09,33509,0.07286556936848038,51.64685530516674,-0.182,51.484
00:14:13,11900,-0.28506109356956544,51.53369959024256,-0.182,51.484
00:37:11,29901,0.10439165288200508,51.62118582225493,-0.182,51.484
00:40:05,28477,-0.07727177202709129,51.62008121563737,-0.111132,51.389461
00:49:25,44419,-0.16877793556381882,51.70412556521874,-0.111132,51.389461
00:24:20,18028,-0.04489594748521092,51.522404322172825,-0.111132,51.389461
00:16:46,13209,-0.23533614757101162,51.346585180979,-0.111132,51.389461
00:20:22,18384,0.058235603900342825,51.33050693072986,-0.111132,51.389461
00:27:36,27235,0.16139402033209832,51.3105399666952,-0.111132,51.389461
00:46:12,57290,0.243349778883925,51.59013339348635,-0.111132,51.389461
00:43:27,35391,-0.20795572398726497,51.6378618486945,-0.111132,51.389461
00:20:34,18919,-0.32048333366117254,51.368953896659825,-0.111132,51.389461
00:14:47,11552,-0.16118073301675462,51.47350771755661,-0.111132,51.389461
00:27:01,18920,-0.1107428741384438,51.31114167302065,-0.080825,51.458762
00:32:31,28090,0.033921047569511364,51.635205284951546,-0.080825,51.458762
00:35:24,32138,0.17513510858971965,51.30736762081419,-0.080825,51.458762
00:29:37,22446,-0.32249566779518146,51.50975807486593,-0.080825,51.458762
00:44:02,39767,-0.4646503952388406,51.60558290536036,-0.080825,51.458762
00:31:37,33320,0.26179207592863535,51.33309024817121,-0.080825,51.458762
00:47:39,41815,0.25137747493649704,51.65988074751179,-0.080825,51.458762
00:29:39,25780,0.054438194656195094,51.59219068578556,-0.080825,51.458762
00:28:55,19713,-0.17347290104213986,51.587884148410346,-0.080825,51.458762
00:33:12,26277,-0.30890017406333536,51.3146778074294,-0.080825,51.458762
00:34:28,27141,-0.015633245498445802,51.50535892895361,-0.34571,51.507756
00:36:49,28821,0.0011718598129965563,51.52031403062144,-0.34571,51.507756
00:30:27,26571,-0.3271391233464695,51.70622541759067,-0.34571,51.507756
00:27:30,22293,-0.11545523629988458,51.4349670842907,-0.34571,51.507756
00:34:42,34695,0.023643537139501458,51.60660717489145,-0.34571,51.507756
00:55:05,56738,0.21476053730037786,51.707792161562146,-0.34571,51.507756
00:32:58,33792,-0.16767572601962716,51.708069832042135,-0.34571,51.507756
00:29:08,23685,-0.17639900197504332,51.38330878125992,-0.34571,51.507756
00:41:23,39903,0.10808079140077737,51.59435245172304,-0.34571,51.507756
00:10:04,8214,-0.3630600788261323,51.55297567561455,-0.34571,51.507756
00:24:51,20348,-0.3062344257748731,51.38969198399228,-0.118333,51.498056
00:31:41,27674,-0.47373846600302333,51.470607757277406,-0.118333,51.498056
00:42:04,38609,0.17681512193310206,51.69230092154496,-0.118333,51.498056
00:30:21,28687,-0.4468802905202202,51.47457290662869,-0.118333,51.498056
